id,kategori,kaynak_kurum,rag_status,anonimlestirme_durumu,neden,dosya,manuel_sonuc,not,inceleyen,inceleme_tarihi
GIB-CY-033,cevap_yazisi,Kocaeli Defterdarlığı,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/07_ret_kismen_kabul/GIB-CY-033_hava-yollar-kargo-alannda-yurt-ds-mukimi-firmaya-verilen-hizmetler-hk.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
ISKI_SIMULASYON_019,diger_resmi_yazisma,İstanbul Su ve Kanalizasyon İdaresi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/ISKI_SIMULASYON_019.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-EC25878D,dilekce,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/bosanma_dava_anlasmali_bosanma_dava_dilekcesi_ornek_3.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-UY-021,ust_yazi,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/GIB-UY-021_deniz-araclarinin-g-t-i-p-numaralari-hakkinda.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-164,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-164.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-006,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-006.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-149,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-149.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-130,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-130.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BM-004,bilgilendirme_metni,Ticaret Bakanlığı,candidate,uygun,,datasets/resmi_yazisma/03_bilgilendirme_metni/01_islem_sureci/BM-004_basitlestirilmis-gumruk-beyannamesi-kapsaminda-ab-ye-ihracatta-elektroni.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-CY-013,cevap_yazisi,İstanbul Defterdarlığı,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/07_ret_kismen_kabul/GIB-CY-013_yurt-ds-merkezli-siteye-yuklenen-oyun-yazlm-faaliyeti-nedeniyle-elde-e.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DY-018,diger_resmi_yazisma,Erzincan Binali Yıldırım Üniversitesi,candidate,uygun,,datasets/resmi_yazisma/04_diger_resmi_yazisma/03_davet/DY-018_son-savunma-istemi-ornegi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-D747E949,dilekce,dilekceornegi.net,reference_only,uygun,,datasets/resmi_yazisma/99_reddedilenler/dilekce_makaleleri/dilekceornegi_alkol_ve_madde_bagimliligi_nedeniyle_bosanma.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-UY-036,ust_yazi,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/GIB-UY-036_3194-sayili-imar-kanununun-gecici-16-nci-maddesine-gore-duzenlenen-yap.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-151,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-151.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-184,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-184.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-086,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-086.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-047,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-047.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BM-022,bilgilendirme_metni,Ticaret Bakanlığı,candidate,uygun,,datasets/resmi_yazisma/03_bilgilendirme_metni/06_etkinlik_program/BM-022_ticaret-bakanligi-ihracat-surecleri-ve-devlet-destekleri-egitim-programi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
CY-029,cevap_yazisi,Türkiye Büyük Millet Meclisi,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/03_bilgi_edinme/CY-029_7-42040-2023-yilindan-bu-yana-ozellestirme-idaresi-baskanligi-tarafindan.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-DY-019,diger_resmi_yazisma,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/04_diger_resmi_yazisma/06_koordinasyon/GIB-DY-019_tahsilat-ic-genelgesi-seri-no-2024-1.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-18B95B7F,dilekce,dilekceornegi.net,reference_only,uygun,,datasets/resmi_yazisma/99_reddedilenler/dilekce_makaleleri/dilekceornegi_ttnet_kapatma_dilekcesi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
UY-044,ust_yazi,Afyonkarahisar İl Sağlık Müdürlüğü,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/UY-044_arastirmanin-tamamlanmasi-bildirimi-ust-yazisi-afyon.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-062,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-062.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-130,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-130.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-116,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-116.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-090,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-090.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BOTAS_SIMULASYON_050,bilgilendirme_metni,BOTAŞ,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/BOTAS_SIMULASYON_050.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-CY-019,cevap_yazisi,İstanbul Defterdarlığı,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/06_olumlu_cevap/GIB-CY-019_edinilmis-mallara-katlma-rejimi-hk.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-DY-045,diger_resmi_yazisma,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/04_diger_resmi_yazisma/06_koordinasyon/GIB-DY-045_bazi-alacaklarin-6552-sayili-kanun-kapsaminda-yapilandirilmasina-dair-.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-D51B4F3F,dilekce,dilekceornegi.net,reference_only,uygun,,datasets/resmi_yazisma/99_reddedilenler/dilekce_makaleleri/dilekceornegi_manevi_tazminat_cevap_dilekcesi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
UNI-010,ust_yazi,Dokuz Eylül Üniversitesi Rektörlüğü,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/UNI-010_deu-bap-proje-cagrisi-ust-yazi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-146,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-146.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-051,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-051.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-145,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-145.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-018,04_diger_resmi_yazisma,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-018.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
MEB_SIMULASYON_039,bilgilendirme_metni,Millî Eğitim Bakanlığı,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/MEB_SIMULASYON_039.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
CY-003,cevap_yazisi,Türkiye Büyük Millet Meclisi,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/03_bilgi_edinme/CY-003_7-42931-turkiye-ve-israil-arasindaki-ticaret-hacmine-iliskin.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-DY-057,diger_resmi_yazisma,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/04_diger_resmi_yazisma/06_koordinasyon/GIB-DY-057_bazi-alacaklarin-yeniden-yapilandirilmasina-dair-7440-sayili-kanun-ic-.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-C5A733C2,dilekce,Millî Eğitim Bakanlığı,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/meb_nakil_talebi_meb_okul_nakil_talep_dilekcesi_ornek_1.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
UY-016,ust_yazi,Kahramanmaraş Sütçü İmam Üniversitesi,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/UY-016_baslama-tarihi-bildirimi-ust-yazisi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-092,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-092.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-138,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-138.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-037,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-037.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-143,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-143.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BOTAS_SIMULASYON_021,bilgilendirme_metni,BOTAŞ,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/BOTAS_SIMULASYON_021.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
CY-047,cevap_yazisi,Türkiye Büyük Millet Meclisi,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/02_sikayet/CY-047_7-41526-izmir-kadin-kapali-cezaevinde-bulunan-bir-mahkumun-iskence-gordu.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
YOK_SIMULASYON_014,diger_resmi_yazisma,Yükseköğretim Kurulu,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/YOK_SIMULASYON_014.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-3F7C0C4C,dilekce,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/noterden_ihtarname_noterden_ihtarname_ornegi_ornek_2.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
UY-042,ust_yazi,Erciyes Üniversitesi Güzel Sanatlar Fakültesi,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/UY-042_komisyona-sevk-ust-yazi-ornegi-dekanlik.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-181,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-181.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-186,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-186.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-113,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-113.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-031,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-031.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BM-028,bilgilendirme_metni,Ulaştırma ve Altyapı Bakanlığı,candidate,uygun,,datasets/resmi_yazisma/03_bilgilendirme_metni/02_duyuru/BM-028_karayollari-genel-mudurlugu-personel-dairesi-baskanligi-aciktan-personel.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
TP-CY-007,cevap_yazisi,Türk Patent ve Marka Kurumu,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/08_eksik_belge_yetkisizlik/TP-CY-007_eksik_ucret_bildirimi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
BOTAS_SIMULASYON_022,diger_resmi_yazisma,BOTAŞ,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/BOTAS_SIMULASYON_022.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-77CB6B8B,dilekce,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/bosanma_dava_anlasmali_bosanma_dava_dilekcesi_ornek_1.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
GIB-UY-044,ust_yazi,Gelir İdaresi Başkanlığı,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/GIB-UY-044_malul-ve-engellilerin-mirascilarina-intikal-eden-tasitlarin-tesciline-.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-089,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-089.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-078,02_cevap_yazisi,Sentetik veri üretimi,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-078.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-126,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-126.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-084,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-084.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
ANKARA_BSB_SIMULASYON_042,bilgilendirme_metni,Ankara Büyükşehir Belediyesi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/ANKARA_BSB_SIMULASYON_042.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
CY-050,cevap_yazisi,Türkiye Büyük Millet Meclisi,candidate,uygun,,datasets/resmi_yazisma/02_cevap_yazisi/03_bilgi_edinme/CY-050_7-41661-isitme-engelli-bireylerin-secilme-haklarini-kullanmalarina-ve-ya.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
YOK_SIMULASYON_017,diger_resmi_yazisma,Yükseköğretim Kurulu,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/pdf/YOK_SIMULASYON_017.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
DILEKCE-64393EC2,dilekce,Sosyal Güvenlik Kurumu,candidate,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/dilekce/sgk_emeklilik_basvuru_sgk_emeklilik_basvuru_dilekcesi_ornek_1.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
UY-009,ust_yazi,Van Eğitim ve Araştırma Hastanesi,candidate,uygun,,datasets/resmi_yazisma/01_ust_yazi/01_ek_belge_iletimi/UY-009_klinik-arastirma-sonlandirma-bildirimi-ust-yazi-ornegi.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-01-095,01_ust_yazi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/ust_yazi/OS-01-095.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-02-033,02_cevap_yazisi,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/cevap_yazisi/OS-02-033.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-03-087,03_bilgilendirme_metni,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/bilgilendirme_metni/OS-03-087.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
OS-04-059,04_diger_resmi_yazisma,Sentetik veri üretimi,rejected,uygun,,datasets/resmi_yazisma/00_gelen_kaynaklar/diger_resmi_yazisma/OS-04-059.md,agent_on_incelemesi_gecti,"metadata, karar, PII, maske ve boilerplate kontrolleri uygun",codex_agent_assisted,2026-08-17
